,ProductId,Score,Summary,Text
639,B003B3OOPA,5,"Great product, very mild scent","I love this product. The scent isn't overpowering. We have been using this for many things such as the treatment of diaper rash, hand moisturizer, and even in the bedroom. I love how it melts to the touch. Will definitely buy again."
640,B003B3OOPA,5,"What ""Extra Virgin"" label  mean for coconut ?????","If the label say ""Cold Pressed"" and ""Organic"", it would make more sense to me than saying ""Extra Virgin""  blah blah blah because this ""Extra Virgin"" theme is borrowed from the olive oil) and which does not make any sense for coconut. The ""Extra Virgin"" label is just for marketing purpose and to make the product itself more appealing to buyer.<br />I have no way to verify if this coconut oil is truly organic or cold pressed, since I wasn't in Philippine at the time they made it, but<br />I hope they are honest.<br /><br />Anyway,<br />I like the taste of this oil, I mix it with peanut butter, and I wish if I can find a coconut oil with a stronger coconut taste. For me the coconut taste is not strong enough. I tried different brand from amazon, and all has the same taste. I tried the <a href=""http://www.amazon.com/gp/product/B001E5E1MI"">Nutiva Organic Extra Virgin Coconut Oil, 29-Ounce Jars (Pack of 2)</a> and has the same taste as this one, except this Nature's oil brand is sometime cheaper<br />I like it, and will keep doing so as long as they offer it at a competitive price."
641,B003B3OOPA,5,Love it!!,"I love this oil, it smells great and it tastes great.  I use this oil for EVERYTHING!!  I cook with it, I wash my face with it, I use it as an oil treatment in my hair, I put it all over my body and it has cured my eczema!  I really like this brand, I think it has the best flavor and the price is really good."
642,B003B3OOPA,5,Finally!!! Amazing result!!!,"After years and years of suffering, long vet office visits, tons of money on vet bills, applying gallons of meds prescribed, my dogs still had itchy bleeding ear infections until Coconut Oil. I had recently heard of health benefits of coconut oil, in particular of anti bacterial aspect, I gave it a try.<br /><br />After about 1 week, both of my dog's ear infections are almost completely gone!!! with NO bad side effects. I now feed them about a teaspoon of coconut oil for their overall health."
643,B003B3OOPA,5,Wow!! Amazing stuff,"I've been using this coconut oil every chance I get. It does wonderful things for my hair, and skin (conditions, moisturizes it without any buildup). I'm in the process of transiting from my chemically treated hair and was informed that pure coconut oil is great for natural hair, and wow I am impressed. It's a very light oil, unlike olive oil, which is great, but thicker and heavier.  I haven't used it in my food yet.  Also there is not a coconut scent to it, and it does not really have a taste to it."
644,B003B3OOPA,5,Coconut Oil,The Nature's Way coconut oil has done wonders for my hair. I leave it on for two hours before washing and it really does the job of moisturizing my hair.
645,B003B3OOPA,5,Coconut Oil,"I just love this stuff. I'm still trying it out, but so farit's great, very versitile. I use it in my hair, on my face, as a lotion and take 1 tbls everyday by mouth. i have yet to cook with it.  But so far so good."
646,B003B3OOPA,5,Re: superior coconut oil!,"I have tried numerous coconut oils, but this product is by far, the best for the price."
647,B003B3OOPA,5,yummy!,I LOVE THIS STUFF!!  It smells like a macaroon<br />and is great for moisturizing and cooking.  I made chicken with it and it was delicious.
648,B003B3OOPA,5,Fantastic!,"I love this stuff. I use it to keep my skin soft and smooth. It smells incredible. It doesn't leave an icky residue on my skin like other skin softeners do. It has a wonderful, subtle flavor."
649,B003B3OOPA,5,The Best stuff YET!,"Edit Below<br />I got this on sale and am new to this. I have been reading about the uses and was ready to try it.  The first thing I did was try it on my hair. I can't remember if I left a review on the other Coconut oil I bought but I have hair past my waist and I was in my pool on a hot day and when I finally got out I was exhausted.  I wanted to rest before I showered and passed out. I went to sleep with all of that chlorine in my hair and my hair was a dull, brittle feeling. I had just received the oil 2 days before. So I rubbed it through my hair. My hair seemed to be bright and soft. It even looked a little more blond. I have been cutting up veggies and spraying the oil on them while cooking. I bought the ""Misto"" and filled it with the Coconut oil. But the best thing so far...Is toast with the oil on it. There are so many benefits of the Oil and it is delicious.<br />***Here is the EDIT***9-5-12<br />I found a new delicious way to use this. You know the Olive oil bread dipping with garlic? Well, I made spaghetti and I put my seasonings and started to put my olive oil in my round dishes and right then I stopped. I put 2 tbsp of EVOO and 3 tbsp of Coconut oil the grated the garlic and added my Parmesan cheese. OMG, it was so wonderful.<br />Thanks to all of you who inspired me to start using this stuff."
650,B003B3OOPA,5,Tons of Uses!!,"I decided to try this coconut oil after reading tons of blogs about all the different uses it has, and I'm really glad I did!<br /><br />My daughter has a pretty bad case of Keratosis Pilaris on both of her arms, and also her cheeks. I've tried numerous products on her to try to remove the little bumps, but nothing had worked. Almost immediately after applying a very thin layer of coconut oil on her skin, there was an amazing improvement! The bumps lessened, and after a week they had completely disappeared! After seeing these results, I had my son use it, who has eczema on his hands.... and again, the eczema cleared up almost immediately.<br /><br />I personally use the coconut oil on my hands to moisturize them, and also put a tablespoon of the stuff in my coffee every morning to help with my metabolism as I have thyroid issues."
651,B003B3OOPA,5,Cure for Cancer???,"I know my title is a bit much, but this oil is seriously multi-purposed and it's that great. I use this brand on my daughter's skin from around 5mths to now 11mths. She had severe Ezcema and it kept recuring whenever she got hot. her skin in exactly like a baby's skin should be - soft and smooth since I started using it. Plus I'm always smelling her bc she smells so yummy. OFF TOPIC: I also give her lots of pure coconut water and she loves it<br />For me, I spread it on my toast, sprinkle on my salads, saute with it - scrambled eggs are THE BEST when fried with this. I even put a few teaspoons in my hot choclate (yummy). It's the best for retaining moisture in your hair so I also use as a hot oil treatment before bed and wash off next day. I let my hair air dry and it's the softest its been in years. I lather with is right after my shower and wake up with soft supple skin. I keep one in the bathroom, another in the Kitchen and one in my daughter's room. I will NEVER be without this super product.<br />Oh and my mom swears by it too as it's helped control her blood sugar (she's a diabetic) Her Doc is so impressed he took her off Metformin."
652,B003B3OOPA,5,Feet Action,I put just a dab of coconut oil on my feet and my feet became soft instantly. I love this product. so many different usages.
653,B003B3OOPA,5,A Hair Miracle!,"I've been natural for almost a year now and its hard to find a product that could really add moisture to my hair while killing my dandruff problem.  I was hesitate at first after seeing a friend use it on his hair (He's Spanish so it works with different hair types)I thought his hair took well to the product because of the completely different texture, but I tried it anyway.<br /><br />I must say my hair absolutely loves this stuff. It not only moisturizer my hair but it makes it really soft and manageable. It also gives my hair shine, body, and luster. Although, I have flakes here and there the amount of dandruff has decreased dramatically, when I use the product consistently.I have even given it a test run by allowing my hair to go without it for about a week. I only used regular conditioner on my hair. The results were terrible. My hair became dried and rough. It lost the luster and shine and it was no longer silky to the touch.<br /><br />This product is amazing and I would recommend it to anyone with any hair type."
654,B003B3OOPA,5,Great all around!,"I use this soooo much, I have it on auto order!  I give a spoonful to my dog a day and it keeps his coat shiny, his breath fresh, and he LOVES IT!  For me I put it on my curly hair to tame the frizz, on my skin as a moisturizer, and I take 2tbs a day as a weight loss supplement...you can't go wrong with this product.  It tastes great and I don't even like coconut, amazing to scramble eggs with though!"
655,B003B3OOPA,5,Read this if you have keratosis piliarisis!!!,"This gets rid of your KP! I have a bad case of KP ever since I was younger. It is so embarrassing and people always asked what was wrong with the skin on my upper arms.<br /><br />I was willing to try anything because nothing, no cream, no scrub has gotten rid of it until I tried coconut oil. I wish I could tell the world about how this has been miracle for me.<br /><br />Trust me just buy it :)"
656,B003B3OOPA,4,Excellent coconut oil,"This was less expensive than purchasing at the local grocer and there are a million uses for coconut oil! I use it as hair oil, body, face moisturizer, furniture polish, supplement to my tea, I even tried oil pulling with it. Great product!"
657,B003B3OOPA,5,Love this stuff!,"Unlike the medical establishment, I have come to believe that fats in general are NOT harmful OR fattening!  There are so many different types if fat, they should not all be lumped together.  Avoid the long chain saturated fats (animal fats), but short chain saturated fats (like butter, palm, and coconut) are fine.<br /><br />I love cooking my morning eggs in this oil.  They stick WAY less than cooked in butter or olive oil.  Yes, it imparts a VERY MILD coconut taste to whatever you cook in it.  I don't mind, and have come to like it.  It was different the first few times, tho.  I also recommend you get an aluminum anodized (ceramic non-stick) pan.  Yes, I know they still contain teflon...doesn't bother me (the anodize coating is porous, and the pores are filled with teflon).  The anodized aluminum is so much more durable you will love it!<br /><br />Satisfied customer...great product...great price...I'll be buying regularly!"
658,B003B3OOPA,5,Best Oil Ever,"I put this on my feet at night, my face as a moisturizer and put a little in my protein shakes. Excellent product and see the benefits already after a couple of weeks using it. Haven't cooked with it yet but judging by the smell of it, I will try in the near future."
659,B003B3OOPA,4,Great for cooking and spread.,"I have been enjoying this product as a spread for waffles in the morning (with a little cinnamon) and for cooking fish and other stir fry dishes.  Makes for a nice change from olive oil and it has a lovely flavor and scent.  I also use it on my lips when a I need a quick moisturizer.  This product does change very quickly from solid to liquid when it is warmed.  That is great for cooking, but when using it as a spread, it can be messy.  The fridge can make it too hard and leaving it on the counter in the summer will turn it to oil. I have not found the happy medium yet, but I like the product so I will continue to use it."
660,B003B3OOPA,5,Great stuff!,This is the first coconut oil I've used and so far I love it. It moisturizes my 40-something skin very well! It also leaves my lips so soft! Will definitely purchase this product again.
661,B003B3OOPA,5,great to have,"i'm so glad I figured out the secret of coconut oil. My fav way to use it is for lotion. After I shave my legs and I put this stuff on it helps my legs stay so smooth and soft. My hair does not grow back so prickly. I also love how when I go into the ocean after I shave my legs it does not burn anymore! I also use this for baking food. My food comes out more moist, especially cakes. There are so many good health reasons to use coconut oil. For skin and for eating. wow I love multi tasking:)"
662,B003B3OOPA,5,Awesome conditioner for thick African American hair!,"This coconut oil works wonders for my hair! I'm transitioning from using over the counter products with more natural alternatives and I truly am pleased. After about a month of using it as an overnight prepoo and after wash sealer I have noticed a change for the better in my hair. Coconut oil is the only oil that can penetrate into your hair follicles. My hair holds moisture a lot better than ever before, is stronger, shinier, smoother and softer. It makes a great hot oil treatment in tandem with amla oil. The smell isn't strong - it has a light nutty coco butter scent.<br /><br />Also, I found using this with shea butter liquifies it easier when rubbing your palms together. I've only used this product on my hair but I would love to try it with cooking."
663,B003B3OOPA,5,Amazing stuff,"Ive been getting different brands of coconut oil for a few years, more recently the big tub from Jarrow. I cook with it almost every day and take spoon fulls of it as well..I decided to try this brand based on the trusty reviews here on amazon and I am amazed..This stuff is simply delicious. Im surprised how different it is from Jarrow..It definitely has that more natural taste that the reviews here said. I will never get another brand of coconut oil."
664,B003B3OOPA,5,"Excellent for skin, hair, and cooking","I bought this primarily to use on my hair after using coconut oil in small bottles that I would have to microwave before use because they were solid. This oil is easy to scoop out and it melts in your hands so doesn't need to be continually microwaved. I ran out of anti-wrinkle cream, so I decided to put this oil of my face instead, and it makes it very soft and supple and hopefully it will keep the wrinkles at bay as well. On a whim, I decided to use some while frying rice and it came out absolutely delicious. It gives a hint of coconut flavor to dishes cooked in it. I'm ordering another jar because I don't want to cook with something I'm scooping out to use on my face and hair.  I will be ordering many more jars."
665,B003B3OOPA,5,Very healthy,"Very good quality unrefined coconut oil.  I coom with this and used it to mix with shea butter when i was pregnant for preventing stretch marks and itching and it worked great.  I use it for my baby's ezema now too, its greasy on the skin but soaks in quickly.  When cooking I use it in place of butter and olive oil and it has actually helped with my weight loss and my husbands, of course you have to eat healthy too but it made a noticeable difference in a two week period of time."
666,B003B3OOPA,5,One of the Best Coconut oils on the Market,"We enjoyed our first 2 jars and use it for cooking an average of 2 times a day. Storage ok so far with our<br />house temp under 76 degrees. During the summer will have to refrigerate it to keep it solid. Great flavor with all meats-beef, fish, chicken; adding to oatmeal.  Too bad the prices are going up everywhere including this product on all Coconut oils sold.  This is the best price for this brand so far.  Will continue to use it unless the price keeps going up."
667,B003B3OOPA,5,Pure and tasty CoconutOil from Amazon,"Mild but definite Coconut flavor here. I use instead of butter on toast, vegies, rice, cakes, etc. Not good for frying, except eggs. No crispy browning. Contains medium chain amino acids that works wonders on brain neuron connections for Alshiemers and weaned  babies. Lack of these, may even be a factor in causing Autism. Olive, and other oils have none. Non-hydrogenated!"
668,B003B3OOPA,5,Amazing Skin and Hair Softener!,"I use this coconut oil as both a skin oil and a deep conditioner for my hair. It gives me a lovely coconut fragrance, and my skin and hair haven't been this soft in years! I am also going to go out and get a small container so I can carry a bit around in my purse for chapstick. No more dry lips for me! I highly recommend this product to anyone (Well, unless you hate coconut. Then you might not be such a fan of the smell. It is pretty subtle, however, and reminds me of summer :D )."
669,B003B3OOPA,5,The smell of sunshine and ice-cream!,"I thought I hated coconut oil, because I bought the cheap, processed Louanna coconut oil from Wally World. It is still sitting in the cupboard with only one use. Later, I read an article and found that to get the benefits of coconut oil you need it unrefined. When I opened the lid the smell of coconut assured me that this oil was the real thing--I love this stuff! I've used it so many different ways; my favourite ways to use are as a sugar scrub or as a deodorant--melt a few tablespoons of oil, put in 1/8 cup baking soda and cornstarch, and a couple drops of tea tree oil."
670,B003B3OOPA,5,Good product,I recently read that coconut oil can be helpful with dementia so I looked for an easy source (as a hopeful preventative!).  This is a very nice product and gives good instructions for using it for cooking and also as a hair treatment.  I certainly recommend it.  And they have a web address on the jar for answering questions.  I contacted them with a question about allergens and they responded quickly.
671,B003B3OOPA,4,Delicious and a world of uses!,"Before I get rambling, I have to say this stuff smells FANTASTIC, Crazy or not, occasionally I'll just open the jar and take a nice inhale.<br /><br />I bought this for two reasons, 1 my dog and I have been fighting the ups and downs of skin treatments for years. Antibiotics, skin creams, food changes, special shampoos, ugh you name it, I've put more money onto my dogs rear end then I have ever spent on myself, and to top it off all his skin issues make him smelly! I read online that coconut oil helps solve a multitude of issues inside and out, and since it's something all natural, I feel better about using it in general.<br /><br />I put it directly onto his legs and lower back just today, the fragrant coconut oil really helps with cutting back on how smelly he is, He seems less restless with his itchy spots - but only time will really tell if this stuff is really going to make any progress for him.<br /><br />The other reason I purchased this was because I wanted to make my own handmade soap, and it worked just fine for that use!"
672,B003B3OOPA,5,Tastes great and good for you,Coconut oil is so good for you and tasty. It contains 62% MCT (medium chain triglycerides) which is a type of fat that actually helps you burn MORE fat. Easy to cook with and make delicious smoothies with too.
673,B003B3OOPA,5,Absolutely great!!,"I LOVE the organic coconut oil by Nature's Way.  It is the best moisturizer for my face and hair (I have tried almond, shea and grapeseed too), and not to mention, it feels so smooth, creamy and totally awesome on my hands, fingertips and feet.  Also, this is totally natural and cold pressed.  What more can you ask for?  No bad odors either (unlike shea oil)!  I have used the Nutiva organic coconut oil too, and Nature Way just feels a lot better and totally awesome on my hands.  I cannot comment as far as cooking is concerned, because I go through these jars very fast just using them for hair and skincare and scalp message.  I use this and pure almond oil alternatively on my eyelids and under eyes.  Try it by all means, if you are thinking about it."
674,B003B3OOPA,5,Delightful taste!,"I'm just starting out with coconut oil, and after trying this product,well, I'm a now believer.  I wasn't sure what I'd gotten myself into when I first tried a spoonful.  The texture reminded me a bit of crisco (uh!), but it immediately started to warm on my tongue and there was a heavenly, light coconut aftertaste that reminded me a bit of an almond joy bar (without the almond or chocolate).  I prefer not to eat it by the spoonful because of the consistency, but really like spreading it on a graham cracker, the taste of which reminds me of coconut cream pie with a graham cracker crust. I also like cooking with it, and didn't notice coconut-tasting chicken. I recently ordered a larger amount of coconut oil and tried a different brand, but I prefer the Nature's Way flavor. I'll use the other brand as a moisturizing cream, and order more of the Nature's Way for eating and cooking. It's wonderful for moisturizing after a shower, or for using right before bed when the coconut scent is restful. This is my favorite brand, and I'm sticking to it."
675,B003B3OOPA,5,Great stuff!,"I use this coconut oil on my hair as a sealant after I moisturize my hair, and I also mix it into my conditioners and oils. I absolutely adore this product! My hair smells absolutely amazing and feels just as good! I recommend buying this, because the results are nothing short of amazing! My hair has never been so soft and smelt so good before!"
676,B003B3OOPA,5,Yum!,"I was surprised how large the tub actually was. The coconut oil is in a crisco consistency, but when I bake something with it, I just smear it on the pan, and when I fry something with it, I just drop it in the pan like I would butter. It smells incredible! After cooking with it, I could smell it on me for a few hours after and loved it. I use lots of it when I make coconut chicken, shrimp, etc. I use it to sautee my vegetables too. The coconut taste is not overwhelming, so substituting this healthy option for your regular cooking oil will not ""ruin"" your dishes or significantly change the taste of your food. I will purchase again."
677,B003B3OOPA,5,"High quality, low cost product","My sister introduced me to coconut oil and although she was weary about me using it as face lotion I showed her that it helped me A LOT with my dry skin and did not cause acne. Normally I have really dry skin on my nose at forehead to the extent that it would start peeling off in the middle of the day... and no lotions would work! :( Coconut oil is the only thing that keeps my skin fairly normal in this regard -- especially with the dry, harsh winters of IL. Any coconut oil would do, but this one is low cost, high quality, has fast shipping. Basically, once this jar runs out, I'm ordering it again."
678,B003B3OOPA,5,I just got mine and I am so excited!,"It smelled great in the jar. I used it immediately on my pregnant belly, thighs, eyes, and a dry patch under my mouth. I also heated up a tiny bit (a little goes a long way) in the microwave to apply to my hair and ends to freshen up my 3rd day flexi rod set. I can just tell this is my new beauty staple! My cat tried to eat some too and that just goes to show because my smart fat kitty would never try to eat any hair product, but he knew this baby was naturally edible lol."
679,B003B3OOPA,5,Cleared up my skin!!,"This coconut oil has truly been my little miracle product. I have Keratosis Pilaris and I have tried different products for years trying to get rid of it or improve it even a little, to no avail. I have tried countless lotions, including KP Duty. About a month ago I stumbled upon an article of someone claiming coconut oil cleared up her keratosis, I was skeptical but figured it was worth a shot. I have been applying coconut oil to my skin every time I take a shower and also mixing in about 1/2 a tablespoon with my dinner for about a month now.  I also added a daily multivitamin into my diet. The progress was slow but now all of a sudden my skin has shown incredible improvement. I would say my keratosis has cleared up as much as 75%!  I am shocked and very happy.  Such a cheap alternative to all the expensive lotions too!! I will continue to use Coconut Oil for life."
680,B003B3OOPA,5,So yummy!,I bought this as a suggestion for my very dry and very sensitive skin. I absolutely love it. I used it for the first time and my skin is already 80% better!  It doesn't leave you overly oily either. It smells so yummy as well. Very happy overall!
681,B003B3OOPA,5,This stuff is the truth,"Coconut oil. My staple product for hair ,supplements, body lotion. This stuff has my hair growing like wild fire. It works great smell awesome and its the best body oil. My number one thing is coconut oil. Try it."
682,B003B3OOPA,5,Love It,This stuff is so great. It smells wonderful and melts like butter in your hands. I love its many different uses. I love it on my hair and skin and soon ill try some of it in my food.
683,B003B3OOPA,5,Interesting Oil,"This is a very unique oil, you can use it in your hair as a hot oil treatment, use it to soothe pain on an infected area on the skin, you can use it when cooking. I like the solid form of this product. No spills, melt what you need. Nice fragrance too."
684,B003B3OOPA,5,"Love, love, love it","I use it on my skin, but it is eatable.  It melts right away when you spread it on your skin and it smells sooo good."
685,B003B3OOPA,5,Great,I received this item within a week and I am stationed overseas. I use it on my skin and it makes it soooo soft.
686,B003B3OOPA,5,Makes everything taste good...,"You can a little of this with just about anything you bake.  I add this to my baked banana bread and it's great.  I've used it on my hair also, I remember using pure coconut oil when I was a little girl in my home country as a conditioner and hair softener.  This is a good price as I've seen it for a lot more in our local stores."
687,B003B3OOPA,5,Excellent,"I am from the Philippines, so I am familiar with the smell of fresh coconut oil. I have tried various so-called virgin coconut oils before, but they smelled so rancid within one week of opening, that at one point I resorted to rendering my own coconut oil, but that was so time-consuming and tedious. Some other brands were masked by additional scent. For a while I was discouraged from trying any coconut oil, until I read reviews on this one. I tried one, and I was hooked. It smelled so HEAVENLY like the fresh coconut that I remember. Every time I would apply on my skin or hair, I would be reminded of our rice-based coconut desserts, so for purposes of having a dose of 1-2 tbsp per day, it was also not hard for me to take it plain, although the lack of sweetness quickly brings me back to the reality that it was not coconut-y dessert I was eating, but that's easily solved by adding muscovado or brown sugar. This is certainly the best coconut oil I have had so far, and the ONLY one I have tried and actually finished (I used to stop using those previous ones when I could no longer stomach the rancid smell, which usually brought the content down to only 25%).  This is also the first coconut oil brand that I actually tried to bake with (although it quickly used up my tub). I have subscribed for this to be delivered monthly, but I might change that to a more frequent supply of fresh tubs. After I was truly impressed by it, only then did I check out where it came from, and was surprised to find that it came from my country! Keep up the good work of making available a quality product to the whole world!"
688,B003B3OOPA,3,A few probelms,"Coconut oil is very temperature-sensitive. If the room is even slightly warm, it liquifies until it looks like water. In the fridge, it turns rock-hard. I am frequently moving it hither and thither to keep it at the consistency I like.<br /><br />The last two shipments I received were incorrectly packaged. Since it was summer and quite hot, the coconut oil arrived in its water-like state. Whoever packed them put them on their sides and consequently, several of them which were also not adequately sealed, leaked and soaked the box they came in. Amazon replaced the 3 leaky ones. Unfortunately, the same guy must have packaged them. He (she) put them in upside down. All 3 leaked.<br /><br />On the brighter side, I bought it because a doctor on line said it help cure her husband of Alzheimer's. I've been giving it to my husband who suffers from a different type of dementia. It hasn't cured him but his decline seems to have slowed and he likes the taste of it.<br /><br />Another plus is that the price at Amazon is about half of what I have seen at stores and it has many other uses."
689,B003B3OOPA,3,Made my skin dry but hair is softer,"I have been using Coconut Oil topically for 3-4 weeks and although I fell in love with how well it conditions my hair, it has caused my skin to become dryer.  My skin became noticeably itchy and scaly after using only coconut oil as a sole moisturizer for a month.  As soon as I ceased and switched to lotion, my skin became rehydrated.  It also clogged the pores on my face.  I got a couple of pimples on my cheeks where I have never had pimples before.  I'm not sure why it has not worked as well for me as others.  I have ceased using it as a skin moisturizer but will continue to apply it to my hair a few hours before I shampoo and condition my hair, hair is noticeably softer and more manageable with this product."
690,B003B3OOPA,5,Tastes Good And Is Not Expensive,"I don't know if this is making me healthier or not but I have added into my shake on recommendation from my grandmother. It tastes like coconut! I only take a teaspoon a day so I can warm up to it. After about 3 weeks I should be taking a tablespoon or 2. The price is right on this oil.<br /><br />Shake: Amazing Meal Pomegranate-Mango Superfood Powder, frozen strawberries, frozen cranberries, frozen raspberries, half a banana, almond milk, Greek yogurt, Big Train Strawberry Smoothie Mix and Nature's Way coconut oil. This is a thick, thick shake that will fill you up for hours.<br /><br />Update 10/08/12: I have found by far the most efficient and delicious way to get my daily 1 tablespoon. Take 1 tablespoon of coconut oil and heat until it's clear and oily in a dish. Mix in 1 heaping tablespoon of peanut butter. Stir until the peanut butter is evenly mixed into the oil. Eat on whatever. I have found that if I put large amounts on each bite, it is good sized or a bagel. The coconut oil mellows out the flavor and stick-to-the-roof-of-your-mouth quality of the peanut butter, so I can eat much more on a bite than if it was just peanut butter. Delicious protein and good fats."
691,B003B3OOPA,4,"Great for my hair, and cooking!","I bought this to use in a hair treatment recipe, and it left my hair soft and shiny.  I use it about once a month, and it works great! Be sure to wash your hair thoroughly afterwards so it doesn't look greasy.  I also used a couple tablespoons in some rice I cooked, and it was delicious.  This coconut oil has many wonderful uses!"
692,B003B3OOPA,5,It Works,"Gonna make this short and sweet. I use it to *shallow* fry lot's of food. I take it also just as it is when I am feeling lazy and don't feel like eating. After a 4 day juice fast, I started a vegetarian diet, with next to no meat (I currently don't eat meat or eggs, or any dairy products), HIGH plant fats, probably a couple pounds of fruits and veggies every day, and lots of coconut milk. Oh, and lets not forget beans and rice, unprocessed kinds of course. Despite my high fat diet, I am dropping fat weekly. While there may or may not be a profound effect with this oil, I can safely say that it hasn't added any fat. In fact, I am pretty certain that it aids in fat metabolisation. Plus, you get a rare type of MCT with this product, which makes up nearly 70% of the fat contained in the oil.<br /><br />On a side note... DON'T BE AFRAID OF PLANT FATS!! You want to lose weight? Stop eating processed foods (ALL TYPES), eat beans and bulk rice (Wild, Forbidden, Long Grain Brown, Red Rice etc..), nuts/seeds, nutbutter and coconut! Oh, and veggies too of course. Its easy AND CHEAP to eat well. It took me quite some time to be able to figure out how to eat so well on a less than stellar budget, but it can be done! &lt;3"
693,B003B3OOPA,5,Good for you in every way,"Wow, I'm learning more about natural health products and the how good they are for you.  This Coconut oil is amazing, a gift from God to us.  I used this coconut oil mix with a little baking soda to make homemade deodorant and it works unlike the ones I bought from the natural store.  I use this coconut oil to moisturize my skin, treat my hair, and to nourish my inside by taking a teaspoon a day.  This is heaven sent, and it helps to kill candida and a whole lot of other stuff! Simply put, its just good for you.  This particular brand is better than others I've compared it to.  It has more of the good fat and it tastes better.  5 thumbs up for EfaGold, and the price on amazon is fabulous too!"
694,B003B3OOPA,5,LOVE IT,"so I'm a college student who has been trying to learn how to live a much healthier life in the mist of crazy assignments and packed schedules. I bought this back in January originally for my hair since I'm an African American woman with 3c/4a natural hair. and while it has done WONDERS growing my hair, I've been even more amazed by its other talents. If you use it as an occasional moisturizer it will leave you skin sooooooo soft. I also use it now as a substtute of oil/butter when I'm using my frying pan. You can hardly taste it, and when you do it doesn't taste bad at all. And it works better than oil and butter in my opinion. I'm not a chef but it seems to still burn a little bit when you use oil or butter. With this coconut oil, i just pour a dime size in the pan and use a paper towel to distribute it evenly so it give it a nice gloss. I let it heat for just a few seconds, add my food, and then wa la! no burning, and no more unnecessary calories. I will credit it (along with my diet and exercise) for allowing me to lose 30 pounds this summer. WOOH!"
695,B003B3OOPA,5,Great Product!!!,"I absolutely love this product! And I highly recommend it for women of color, who is looking for that perfect hair conditioner that moisturizes, gives a beautiful shine to your hair, and has a nice fragrance.  It is the all-purpose daily moisturizer for your skin as well. I had been looking for oil that would keep my coils hydrated and I found this coconut oil through Amazon. You will not be disappointed."
696,B003B3OOPA,5,Coconut Oil is Good for You,"After reading a book ""What if there was a cure for Alzheimers"" and finding out the importance of medium chain triglycerides in diet, I began doing a little research on my own and found this product.  It is not only good for you, it has a wonderful flavor in low temp cooking(from eggs to oatmeal), used as a spread, in morning smoothies(adds a crunch as well because it hardens when cooled) and in baking!  Amazon has the best price consistently and Natures  is the best product.  I have it on my auto ship program and love it!"
697,B003B3OOPA,5,Fantastic,"This stuff is wonderful.  You can use it as a lotion after bathing, put in your hair, roll it around in your mouth to collect bacteria (spit it out after 2 minutes) cook with it, shine your shoes with it but the very best is it makes your face feel wonderful all day.  It is by far the best night/day cream and it absorbs quickly so there is no greasy feel.  Love it!!!"
698,B003B3OOPA,5,Love this!,"I purchased this to use in place of chemical-filled skin lotions.  I had developed some allergic reactions to some items in man-made lotions and my naturopath recommended using organic coconut oil instead.  I LOVE this oil.  It has a light coconut smell that does not linger too long.  I use this all over including on my face and my skin has been more moist (no longer do my legs get dry looking), my face less oily and with fewer blemishes.  My husband has noted that my skin looks younger and fresher.  It DOES take a while to soak in so I have had to adjust my routine a bit to avoid getting oil on things but have yet to stain any clothing or other items.  I tried a couple brands I found at the store prior to ordering this after reading the reviews and have found the brand I will remain loyal to in Nature's Way Effagold.<br /><br />I have also used this in cooking and love the light coconut taste it adds to food.  I still use EVOO for certain things as the taste just compliments certain foods better, but this oil has definitely been added to the diet and is in the rotation."
699,B003B3OOPA,5,so good,i ordered this after reading alot of positive reviews.i like it so much i have it on autoship every month.i'm thinking of having it come every 2 weeks.i put it in almost everything i eat.what i have leftover i put on my hands.i feel like it is helping.i think more clearly and i think it helps my joints.in fact i ate it both on my breakfast and in my lunch today.it has a subtle coconut flavor that tastes good on almost anything.
700,B003B3OOPA,4,Great for homemade baby wipes,"I bought this product to make homemade baby wipes with and it's great for that.  I'm not planning on using it for cooking, but I might make a sugar scrub for my feet with it."
701,B003B3OOPA,5,Coconut Oil,This product is truly amazing.  I use it every day on my arms to help add moisture to my dry skin.  It has helped smooth the lines and dry skin without the oily feeling of most moisturizers.
702,B003B3OOPA,5,Very pleasant aroma......Not heady,"Great aroma and wonderful flavor.  Coming from the land of coconuts, I found this to be a superior product similar to what we get there - a high quality.  Some refined oils have a heady aroma which gets ""cooked"" out.  This one retains its aroma even after cooking. I have used it for sauteing, pan-frying and seasoning with no flavor loss.  Tastes even delicious when raw.  Bit on the expensive side but I'm ready to pay that extra penny for great flavor."
703,B003B3OOPA,5,Organic coconut oil,"High quality, great price, convenient  size, I keep it handy in the kitchen to add to whatever I cook. Use it in place of/ with  regular cooking oil.. <a href=""http://www.amazon.com/gp/product/B003B3OOPA"">Nature's Way Organic Extra Virgin Coconut Oil, 16 Ounce</a>"
